,Row Id,Sequence #,Account Id,Server Time,Unit Time,Latitude,Longitude,Driver Name,Event Name,Raw Event,GPS Speed,ECU Speed,Address,Landmark ID,Satellites,Distance,HDOP,VDOP,RSSI,Engine Hours,Engine Hours + Off,ECU Engine Hours,ECU Engine Hours + Off,Engine Odometer,Engine Odometer + Off,ECU Engine Odometer,ECU Engine Odometer + Off,Battery Level,Raw Data
765,1771986098000,284,26305,2026/02/24 21:21:39,2026/02/24 21:21:38,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011c08694870627247104e0026022502213833ab7444c90499c298405f400000006d8020088040951bff40000000977803a4001e000004b00000000010f280000000ffd5
766,1771986068000,283,26305,2026/02/24 21:21:09,2026/02/24 21:21:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011b08694870627247104e0026022502210833ab7444c90499c298405f400000006d0030070050951bff4000000097780414001e000004b00000000010f280000000ffd5
767,1771986037000,282,26305,2026/02/24 21:21:09,2026/02/24 21:20:37,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011a0869487062724710cd0026022502203733ab7444c90499c298405f400000006d0030070050951bff4000000097780414001e000004b00000000010f280000000ffd5
768,1771986008000,281,26305,2026/02/24 21:20:08,2026/02/24 21:20:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011908694870627247104d0026022502200833ab7444c90499c298405f400000006d0020050070951bff4000000097780444001e000004b00000000010f280000000ffd5
769,1771985977000,280,26305,2026/02/24 21:19:38,2026/02/24 21:19:37,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011808694870627247104e0026022502193733ab7444c90499c298405f400000006d0020050070951bff4000000097780414001e000004b00000000010f280000000ffd5
770,1771985948000,279,26305,2026/02/24 21:19:09,2026/02/24 21:19:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011708694870627247104e0026022502190833ab7444c90499c298405f400000006d0018030080951bff4000000097780444001e000004b00000000010f280000000ffd5
771,1771985918000,278,26305,2026/02/24 21:18:39,2026/02/24 21:18:38,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011608694870627247104e0026022502183833ab7444c90499c298405f400000006d0018030080951bff4000000097780594001e000004b00000000010f280000000ffd5
772,1771985888000,277,26305,2026/02/24 21:18:09,2026/02/24 21:18:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011508694870627247104e0026022502180833ab7444c90499c298405f400000006d8008050080951bff4000000097780644001e000004b00000000010f280000000ffd5
773,1771985858000,276,26305,2026/02/24 21:17:39,2026/02/24 21:17:38,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011408694870627247104e0026022502173833ab7444c90499c298405f400000006d8008050080951bff4000000097780644001e000004b00000000010f280000000ffd5
774,1771985828000,275,26305,2026/02/24 21:17:38,2026/02/24 21:17:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004901130869487062724710ce0026022502170833ab7444c90499c298405f400000006d0008050070951bff4000000097780644001e000004b00000000010f280000000ffd5
775,1771985797000,274,26305,2026/02/24 21:16:38,2026/02/24 21:16:37,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011208694870627247104e0026022502163733ab7444c90499c298405f400000006d0008050070951bff4000000097780644001e000004b00000000010f280000000ffd5
776,1771985768000,273,26305,2026/02/24 21:16:08,2026/02/24 21:16:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011108694870627247104e0026022502160833ab7444c90499c298405f400000006d8018050080951bff4000000097780644001e000004b00000000010f280000000ffd5
777,1771985737000,272,26305,2026/02/24 21:15:38,2026/02/24 21:15:37,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049011008694870627247104e0026022502153733ab7444c90499c298405f400000006d8018050080951bff4000000097780484001e000004b00000000010f280000000ffd5
778,1771985707000,271,26305,2026/02/24 21:15:08,2026/02/24 21:15:07,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010f08694870627247104d0026022502150733ab7444c90499c298405f400000006d8018050050951bff40000000977804b4001e000004b00000000010f280000000ffd5
779,1771985677000,270,26305,2026/02/24 21:14:49,2026/02/24 21:14:37,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010e0869487062724710ce0026022502143733ab7444c90499c298405f400000006d8018050050951bff40000000977804f4001e000004b00000000010f280000000ffd5
780,1771985648000,269,26305,2026/02/24 21:14:09,2026/02/24 21:14:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010d08694870627247104e0026022502140833ab7444c90499c298405f400000006d8018050080951bff4000000097780644001e000004b00000000010f280000000ffd5
781,1771985618000,268,26305,2026/02/24 21:13:39,2026/02/24 21:13:38,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010c0869487062724710ce0026022502133833ab7444c90499c298405f400000006d8018050080951bff4000000097780644001e000004b00000000010f280000000ffd5
782,1771985588000,267,26305,2026/02/24 21:13:39,2026/02/24 21:13:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010b0869487062724710ce0026022502130833ab7444c90499c298405f400000006d8018050070951bff4000000097780644001e000004b00000000010f280000000ffd5
783,1771985558000,266,26305,2026/02/24 21:12:39,2026/02/24 21:12:38,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010a08694870627247104e0026022502123833ab7444c90499c298405f400000006d8018050070951bff4000000097780644001e000004b00000000010f280000000ffd5
784,1771985528000,265,26305,2026/02/24 21:12:09,2026/02/24 21:12:08,3.4883174896240234,-76.50934600830078,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010908694870627247104e0026022502120833ab7444c90499c298405f400000006d8028050110951bff4000000097780604001e000004b00000000010f280000000ffd5
785,1771985497000,264,26305,2026/02/24 21:11:39,2026/02/24 21:11:37,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004901080869487062724710ce00260225021137a0027444e50499c287405f400000009e8028050110951bff40000000976004f4001e000004b00000000010f280000000ffd5
786,1771985468000,263,26305,2026/02/24 21:11:39,2026/02/24 21:11:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004901070869487062724710ce00260225021108a0027444e50499c287405f400000009e0090038000951bff4000000097600484001e000004b00000000010f280000000ffd5
787,1771985438000,262,26305,2026/02/24 21:10:39,2026/02/24 21:10:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010608694870627247104e00260225021038a0027444e50499c287405f400000009e0090038000951bff4000000097600484001e000004b00000000010f280000000ffd5
788,1771985408000,261,26305,2026/02/24 21:10:09,2026/02/24 21:10:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010508694870627247104e00260225021008a0027444e50499c287405f400000009e8018050080951bff40000000976004b4001e000004b00000000010f280000000ffd5
789,1771985378000,260,26305,2026/02/24 21:09:39,2026/02/24 21:09:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010408694870627247104e00260225020938a0027444e50499c287405f400000009e8018050080951bff4000000097600444001e000004b00000000010f280000000ffd5
790,1771985348000,259,26305,2026/02/24 21:09:09,2026/02/24 21:09:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010308694870627247104e00260225020908a0027444e50499c287405f400000009e8008040080951bff4000000097600484001e000004b00000000010f280000000ffd5
791,1771985317000,258,26305,2026/02/24 21:08:38,2026/02/24 21:08:37,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,2727020049010208694870627247104e00260225020837a0027444e50499c287405f400000009e8008040080951bff4000000097600444001e000004b00000000010f280000000ffd5
792,1771985288000,257,26305,2026/02/24 21:08:09,2026/02/24 21:08:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004901010869487062724710ce00260225020808a0027444e50499c287405f400000009e8028050090951bff4000000097600444001e000004b00000000010f280000000ffd5
793,1771985258000,256,26305,2026/02/24 21:08:09,2026/02/24 21:07:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004901000869487062724710ce00260225020738a0027444e50499c287405f400000009e8028050090951bff4000000097600484001e000004b00000000010f280000000ffd5
794,1771985228000,255,26305,2026/02/24 21:07:09,2026/02/24 21:07:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900ff08694870627247104e00260225020708a0027444e50499c287405f400000009e8018050080951bff4000000097600524001e000004b00000000010f280000000ffd5
795,1771985198000,254,26305,2026/02/24 21:06:39,2026/02/24 21:06:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900fe08694870627247104e00260225020638a0027444e50499c287405f400000009e8018050080951bff4000000097600564001e000004b00000000010f280000000ffd5
796,1771985168000,253,26305,2026/02/24 21:06:09,2026/02/24 21:06:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900fd08694870627247104e00260225020608a0027444e50499c287405f400000009e0008030090951bff4000000097600484001e000004b00000000010f280000000ffd5
797,1771985137000,252,26305,2026/02/24 21:05:38,2026/02/24 21:05:37,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900fc08694870627247104e00260225020537a0027444e50499c287405f400000009e0008030090951bff4000000097600444001e000004b00000000010f280000000ffd5
798,1771985108000,251,26305,2026/02/24 21:05:09,2026/02/24 21:05:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900fb08694870627247104d00260225020508a0027444e50499c287405f400000009e8018050080951bff4000000097600444001e000004b00000000010f280000000ffd5
799,1771985078000,250,26305,2026/02/24 21:04:39,2026/02/24 21:04:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900fa08694870627247104d00260225020438a0027444e50499c287405f400000009e8018050080951bff4000000097600594001e000004b00000000010f280000000ffd5
800,1771985048000,249,26305,2026/02/24 21:04:09,2026/02/24 21:04:08,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f908694870627247104e00260225020408a0027444e50499c287405f400000009e0020060050951bff4000000097600604001e000004b00000000010f280000000ffd5
801,1771985018000,248,26305,2026/02/24 21:03:39,2026/02/24 21:03:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f808694870627247104e00260225020338a0027444e50499c287405f400000009e0020060050951bff4000000097600594001e000004b00000000010f280000000ffd5
802,1771984987000,247,26305,2026/02/24 21:03:08,2026/02/24 21:03:07,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f708694870627247104e00260225020307a0027444e50499c287405f400000009e8008040090951bff4000000097600524001e000004b00000000010f280000000ffd5
803,1771984958000,246,26305,2026/02/24 21:02:39,2026/02/24 21:02:38,3.4883134365081787,-76.50955963134766,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.7,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f608694870627247104e00260225020238a0027444e50499c287405f400000009e8008040090951bff4000000097600484001e000004b00000000010f280000000ffd5
804,1771984928000,245,26305,2026/02/24 21:02:10,2026/02/24 21:02:08,3.488337516784668,-76.50965118408203,,Motion,02-M,0.0,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,10.6,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f50869487062724710cd002602250202088f127444f10499c2ec405f400000007a8008040100951bff4000000097560484001e000004b00000000010f280000000ffd5
805,1771984898000,244,26305,2026/02/24 21:01:50,2026/02/24 21:01:38,3.488597869873047,-76.50984954833984,,Motion,02-M,0.0,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.6,,,,0,0,0,0,24.1,24.1,0,0,95,272702004900f40869487062724710ce00260225020138fcf974440b0599c230455f40000000438008040100951bff4000000097310484001e000004b00000000010f280000000ffd5
806,1771984868000,243,26305,2026/02/24 21:01:09,2026/02/24 21:01:08,3.4876012802124023,-76.50877380371094,,Motion,02-M,15.54,,"Calle 61A Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,10.5,,,,0,0,0,0,23.9,23.9,0,0,95,272702004900f308694870627247104e002602250201084c1f75447e0499c2dc345f400250012c8008040090951bff40000000967404b4001e000004b00000000010f280000000ffd5
807,1771984837000,242,26305,2026/02/24 21:00:38,2026/02/24 21:00:37,3.487030267715454,-76.50714111328125,,Motion,02-M,15.54,,"Avenida 2F Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 750004, Colombia",,14,10.4,,,,0,0,0,0,23.8,23.8,0,0,95,272702004900f208694870627247104e002602250200374cff7444a80399c2812b5f400250012e8008040090951bff4000000095a10524001e000004b00000000010f280000000ffd5
808,1771984808000,241,26305,2026/02/24 21:00:09,2026/02/24 21:00:08,3.486367702484131,-76.5054931640625,,Motion,02-M,23.62,,"Calle 62 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 750004, Colombia",,14,10.2,,,,0,0,0,0,23.7,23.7,0,0,95,272702004900f108694870627247104e00260225020008fc817444d00299c2a6205f400380012e8018040080951bff4000000094c605d4001e000004b00000000010f280000000ffd5
809,1771984778000,240,26305,2026/02/24 20:59:39,2026/02/24 20:59:38,3.48771071434021,-76.50421142578125,,Motion,02-M,28.59,,"Calle 67 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,13,10.0,,,,0,0,0,0,23.5,23.5,0,0,95,272702004900f008694870627247104d00260225015938fa667444280299c2a7365f40046000c28018040080951bff40000000938a04b4001e000004b00000000010f280000000ffd5
810,1771984748000,239,26305,2026/02/24 20:59:09,2026/02/24 20:59:08,3.488276481628418,-76.50228118896484,,Motion,02-M,30.45,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,9.9,,,,0,0,0,0,23.3,23.3,0,0,95,272702004900ef08694870627247104e00260225015908a00275442b0199c2ec3f5f400490011f8008050080951bff4000000092620564001e000004b00000000010f280000000ffd5
811,1771984718000,238,26305,2026/02/24 20:58:39,2026/02/24 20:58:38,3.4872074127197266,-76.49867248535156,,Motion,02-M,32.94,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,13,9.6,,,,0,0,0,0,23.0,23.0,0,0,95,272702004900ee08694870627247104d00260225015838f823734452ff98c2682e5f400530011d8008050080951bff4000000090c00644001e000004b00000000010f280000000ffd5
812,1771984687000,237,26305,2026/02/24 20:58:08,2026/02/24 20:58:07,3.4868433475494385,-76.49517822265625,,Motion,02-M,25.48,,"Carrera 3 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,12,9.3,,,,0,0,0,0,22.8,22.8,0,0,94,272702004900ed08694870627247104c002602250158075a84734488fd98c271285f40041000e18008010020941bff400000008f2c0644001e000004b00000000010f280000000ffd5
813,1771984658000,236,26305,2026/02/24 20:57:38,2026/02/24 20:57:38,3.489179372787476,-76.49359130859375,,Motion,02-M,30.45,,"Carrera 1, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,9.2,,,,0,0,0,0,22.6,22.6,0,0,95,272702004900ec08694870627247104e002602250157380e457344b8fc98c2b74e5f40049000dc8008010020951bff400000008df20644001e000004b00000000010f280000000ffd5
814,1771984628000,235,26305,2026/02/24 20:57:34,2026/02/24 20:57:08,3.4916505813598637,-76.49004364013672,,Motion,02-M,29.21,,"71 C 45 Carrera 1, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.8,,,,0,0,0,0,22.3,22.3,0,0,95,272702004900eb0869487062724710ce0026022501570817697444e7fa98c234775f40047001018008030090951bff400000008c070644001e000004b00000000010f280000000ffd5
815,1771984598000,234,26305,2026/02/24 20:57:34,2026/02/24 20:56:38,3.490844964981079,-76.48856353759766,,Motion,02-M,27.97,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.7,,,,0,0,0,0,22.1,22.1,0,0,95,272702004900ea0869487062724710ce00260225015638c1e2734425fa98c2016a5f40045001428008030090951bff400000008adb0644001e000004b00000000010f280000000ffd5
816,1771984568000,233,26305,2026/02/24 20:57:34,2026/02/24 20:56:08,3.4874653816223145,-76.48695373535156,,Motion,02-M,33.56,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.4,,,,0,0,0,0,21.8,21.8,0,0,95,272702004900e90869487062724710ce00260225015608cddc734452f998c2a2325f40054001568008040090951bff4000000089340644001e000004b00000000010f280000000ffd5
817,1771984537000,232,26305,2026/02/24 20:55:38,2026/02/24 20:55:37,3.4842329025268555,-76.48597717285156,,Motion,02-M,16.16,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.2,,,,0,0,0,0,21.6,21.6,0,0,95,272702004900e808694870627247104e0026022501553739e47344d2f898c2acfd5e400260015a8008040090951bff4000000087bb0564001e000004b00000000010f280000000ffd5
818,1771984507000,231,26305,2026/02/24 20:55:08,2026/02/24 20:55:07,3.481686353683472,-76.4851303100586,,Motion,02-M,29.21,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.0,,,,0,0,0,0,21.4,21.4,0,0,95,272702004900e708694870627247104e002602250155074626744463f898c2f3d35e40047001550008040090951bff40000000869104f4001e000004b00000000010f280000000ffd5
819,1771984478000,230,26305,2026/02/24 20:54:39,2026/02/24 20:54:38,3.4788074493408203,-76.4842758178711,,Motion,02-M,21.75,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,7.8,,,,0,0,0,0,21.2,21.2,0,0,95,272702004900e608694870627247104e0026022501543852a87444f3f798c2c8a45e40035001570008040090951bff4000000085420644001e000004b00000000010f280000000ffd5
820,1771984447000,229,26305,2026/02/24 20:54:08,2026/02/24 20:54:07,3.477301836013794,-76.48379516601562,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,7.7,,,,0,0,0,0,21.1,21.1,0,0,95,272702004900e508694870627247104d002602250154077f227544b4f798c21d8c5e40000001598008030080951bff40000000849205d4001e000004b00000000010f280000000ffd5
821,1771984418000,228,26305,2026/02/24 20:53:39,2026/02/24 20:53:38,3.475486516952514,-76.4831771850586,,Motion,02-M,26.1,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,7.5,,,,0,0,0,0,21.0,21.0,0,0,95,272702004900e408694870627247104d00260225015338f6e8744463f798c25f6e5e40042001578008030080951bff4000000083bd0644001e000004b00000000010f280000000ffd5
822,1771984388000,227,26305,2026/02/24 20:53:09,2026/02/24 20:53:08,3.4719350337982178,-76.48197937011719,,Motion,02-M,33.56,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,7.3,,,,0,0,0,0,20.7,20.7,0,0,95,272702004900e308694870627247104e0026022501530808e47444c6f698c22f345e400540014c8008040080951bff40000000821b0644001e000004b00000000010f280000000ffd5
823,1771984358000,226,26305,2026/02/24 20:52:39,2026/02/24 20:52:38,3.4686241149902344,-76.48007202148438,,Motion,02-M,28.59,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,7.0,,,,0,0,0,0,20.39,20.39,0,0,95,272702004900e208694870627247104e00260225015238fe547544ccf598c2f0fd5d40046001568008040080951bff4000000080690644001e000004b00000000010f280000000ffd5
824,1771984328000,225,26305,2026/02/24 20:52:09,2026/02/24 20:52:08,3.466076374053955,-76.47943878173828,,Motion,02-M,14.92,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.8,,,,0,0,0,0,20.2,20.2,0,0,95,272702004900e108694870627247104e00260225015208bc14774479f598c232d45d40024000018008050080951bff400000007f4305d4001e000004b00000000010f280000000ffd5
825,1771984297000,224,26305,2026/02/24 20:51:38,2026/02/24 20:51:37,3.4651126861572266,-76.47953796386719,,Motion,02-M,0.0,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.7,,,,0,0,0,0,20.2,20.2,0,0,95,272702004900e008694870627247104e002602250151373190764486f598c268c45d400000002d8008050080951bff400000007ed305d4001e000004b00000000010f280000000ffd5
826,1771984267000,223,26305,2026/02/24 20:51:08,2026/02/24 20:51:07,3.4651126861572266,-76.47953796386719,,Motion,02-M,0.0,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.7,,,,0,0,0,0,20.2,20.2,0,0,95,272702004900df08694870627247104e002602250151073190764486f598c268c45d400000002d8008060030951bff400000007ed30644001e000004b00000000010f280000000ffd5
827,1771984238000,222,26305,2026/02/24 20:50:39,2026/02/24 20:50:38,3.4651126861572266,-76.47953796386719,,Motion,02-M,0.0,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.7,,,,0,0,0,0,20.2,20.2,0,0,95,272702004900de08694870627247104e002602250150383190764486f598c268c45d400000002d8008060030951bff400000007ed30524001e000004b00000000010f280000000ffd5
828,1771984207000,221,26305,2026/02/24 20:50:08,2026/02/24 20:50:07,3.465062141418457,-76.47958374023438,,Motion,02-M,8.08,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.7,,,,0,0,0,0,20.2,20.2,0,0,94,272702004900dd08694870627247104e00260225015007143676448cf598c294c35d400130002c8008050100941bff400000007ecb0644001e000004b00000000010f280000000ffd5
