,Message
22427,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,19.7,31,1805.1,-74.095953,5.337724,20260326133658,,,,,04,12,121376.2,05846:49:33,,,100,220100,,,,20260326133702,C0BE$"
22428,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,16.6,69,1771.1,-74.094207,5.338954,20260326133746,,,,,04,12,121376.4,05846:50:23,,,100,220100,,,,20260326133752,C0BF$"
22429,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,8.2,95,1769.5,-74.094135,5.338929,20260326133749,,,,,04,12,121376.4,05846:50:23,,,100,220100,,,,20260326133752,C0C0$"
22430,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,12.0,37,1758.3,-74.093896,5.339076,20260326133758,,,,,04,12,121376.4,05846:50:33,,,100,220100,,,,20260326133801,C0C1$"
22431,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,18.7,347,1756.8,-74.093951,5.339178,20260326133801,0732,0101,354E,61165DB,04,12,121376.5,05846:50:38,,,100,220100,,,,20260326133805,C0C2$"
22432,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,13.8,301,1760.7,-74.094126,5.339367,20260326133807,0732,0101,354E,61165DB,04,12,121376.5,05846:50:43,,,100,220100,,,,20260326133810,C0C3$"
22433,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,16.3,249,1759.2,-74.094303,5.339307,20260326133813,0732,0101,354E,61165DB,04,12,121376.5,05846:50:48,,,100,220100,,,,20260326133817,C0C4$"
22434,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,17.6,264,1743.0,-74.095515,5.338683,20260326133846,,,,,04,12,121376.9,05846:52:03,,,100,220100,,,,20260326133929,C0C5$"
22435,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,13.8,278,1730.0,-74.097300,5.338159,20260326133925,,,,,04,12,121376.9,05846:52:03,,,100,220100,,,,20260326133929,C0C6$"
22436,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,25.2,302,1723.7,-74.098300,5.338621,20260326133946,,,,,04,12,121377.2,05846:52:58,,,100,220100,,,,20260326134026,C0C7$"
22437,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,28.6,323,1702.5,-74.100009,5.339993,20260326134022,,,,,04,12,121377.2,05846:52:58,,,100,220100,,,,20260326134026,C0C8$"
22438,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,21.3,346,1693.1,-74.100767,5.341074,20260326134046,,,,,04,12,121377.4,05846:53:28,,,100,220100,,,,20260326134053,C0C9$"
22439,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,25.2,11,1689.4,-74.100693,5.341238,20260326134049,,,,,04,12,121377.4,05846:53:28,,,100,220100,,,,20260326134053,C0CA$"
22440,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,25.4,328,1675.2,-74.100768,5.343042,20260326134116,0732,0101,126C,F20B,04,12,121377.6,05846:53:53,,,100,220100,,,,20260326134120,C0CB$"
22441,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,17.2,319,1671.0,-74.102095,5.344299,20260326134146,0732,0101,357C,67C7A8E,04,12,121378.1,05846:55:23,,,100,220100,,,,20260326134249,C0CC$"
22442,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,19.5,329,1642.6,-74.104111,5.346454,20260326134246,,,,,04,12,121378.2,05846:55:38,,,100,220100,,,,20260326134305,C0CD$"
22443,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,14.4,280,1634.5,-74.104578,5.346845,20260326134301,,,,,04,12,121378.2,05846:55:38,,,100,220100,,,,20260326134305,C0CE$"
22444,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,18.5,294,1622.2,-74.105276,5.346741,20260326134319,,,,,04,12,121378.3,05846:55:53,,,100,220100,,,,20260326134322,C0CF$"
22445,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,8.4,352,1616.5,-74.105447,5.346983,20260326134328,0732,0101,357C,67C7A8E,04,12,121378.3,05846:56:03,,,100,220100,,,,20260326134331,C0D0$"
22446,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1617.3,-74.105479,5.347051,20260326134346,,,,,04,12,121378.3,05846:56:38,,,100,220100,,,,20260326134404,C0D1$"
22447,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134446,,,,,04,12,121378.3,05846:57:38,,,100,220100,,,,20260326134504,C0D2$"
22448,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134546,,,,,04,12,121378.3,05846:58:38,,,100,220100,,,,20260326134604,C0D3$"
22449,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134646,,,,,04,12,121378.3,05846:59:38,,,100,220100,,,,20260326134704,C0D4$"
22450,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134746,,,,,04,12,121378.3,05847:00:38,,,100,220100,,,,20260326134804,C0D5$"
22451,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1619.8,-74.105471,5.347027,20260326134858,,,,,06,210100,12,20260326134904,C0D6$"
22452,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134846,,,,,04,12,121378.3,05847:01:38,,,100,210100,,,,20260326134904,C0D7$"
22453,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1619.8,-74.105471,5.347027,20260326134949,,,,,06,220100,12,20260326134954,C0D8$"
22454,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326134946,,,,,04,12,121378.3,05847:02:38,,,100,220100,,,,20260326135004,C0D9$"
22455,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135046,,,,,04,12,121378.3,05847:03:38,,,100,220100,,,,20260326135104,C0DA$"
22456,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135149,,,,,04,12,121378.3,05847:04:38,,,100,220100,,,,20260326135205,C0DB$"
22457,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135249,,,,,04,12,121378.3,05847:05:38,,,100,220100,,,,20260326135305,C0DC$"
22458,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135349,,,,,04,12,121378.3,05847:06:38,,,100,220100,,,,20260326135405,C0DD$"
22459,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1619.8,-74.105471,5.347027,20260326135407,,,,,06,210100,12,20260326135411,C0DE$"
22460,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135449,,,,,04,12,121378.3,05847:07:38,,,100,210100,,,,20260326135505,C0DF$"
22461,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135549,,,,,04,12,121378.3,05847:08:38,,,100,210100,,,,20260326135605,C0E0$"
22462,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135647,,,,,04,12,121378.3,05847:09:38,,,100,210100,,,,20260326135705,C0E1$"
22463,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135748,,,,,04,12,121378.3,05847:10:38,,,100,210100,,,,20260326135805,C0E2$"
22464,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135848,,,,,04,12,121378.3,05847:11:38,,,100,210100,,,,20260326135906,C0E3$"
22465,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1619.8,-74.105471,5.347027,20260326135945,,,,,06,220100,12,20260326135950,C0E4$"
22466,"+BUFF:GTIGF,500700,868574042784996,,16455,0,0.0,349,1619.8,-74.105471,5.347027,20260326135948,,,,,06,120000,12,05847:12:33,121378.3,20260326135952,C0E5$"
22467,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1619.8,-74.105471,5.347027,20260326135948,,,,,06,120000,12,20260326135952,C0E6$"
22468,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,04,12,121378.3,20260326135956,C0E7$"
22469,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,04,12,121378.3,05847:12:33,,,100,120000,,,,20260326135956,C0E8$"
22470,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,110000,12,20260326140021,C0E9$"
22471,"+BUFF:GTIGN,500700,868574042784996,,433,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,220100,12,05847:12:33,121378.3,20260326140705,C0EB$"
22472,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,220100,12,20260326140705,C0EC$"
22473,"+BUFF:GTIGF,500700,868574042784996,,2,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,120000,12,05847:12:35,121378.3,20260326140707,C0ED$"
22474,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,120000,12,20260326140707,C0EE$"
22475,"+BUFF:GTIGN,500700,868574042784996,,2,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,220100,12,05847:12:35,121378.3,20260326140709,C0EF$"
22476,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1619.8,-74.105471,5.347027,20260326135953,,,,,06,220100,12,20260326140709,C0F0$"
22477,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.2,349,1625.2,-74.104890,5.347611,20260326140709,,,,,04,12,121378.4,20260326140712,C0F1$"
22478,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.2,349,1625.2,-74.104890,5.347611,20260326140709,,,,,04,12,121378.4,20260326140712,C0F2$"
22479,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.2,349,1625.2,-74.104890,5.347611,20260326140709,,,,,04,12,121378.4,20260326140712,C0F3$"
22480,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.2,349,1625.2,-74.104890,5.347611,20260326140709,,,,,04,12,121378.4,05847:12:35,,,100,220100,,,,20260326140712,C0F4$"
22481,"+BUFF:GTIGF,500700,868574042784996,,42,0,0.0,349,1621.2,-74.104864,5.347612,20260326140747,,,,,06,120000,12,05847:13:17,121378.4,20260326140751,C0F5$"
22482,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1621.2,-74.104864,5.347612,20260326140747,,,,,06,120000,12,20260326140751,C0F6$"
22483,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,04,12,121378.4,20260326140756,C0F7$"
22484,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,04,12,121378.4,05847:13:17,,,100,120000,,,,20260326140756,C0F8$"
22485,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,110000,12,20260326140835,C0F9$"
22486,"+BUFF:GTIGN,500700,868574042784996,,425,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,210100,12,05847:13:17,121378.4,20260326141456,C0FB$"
22487,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,210100,12,20260326141456,C0FC$"
22488,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,220100,12,20260326141458,C0FD$"
22489,"+BUFF:GTIGF,500700,868574042784996,,2,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,120000,12,05847:13:19,121378.4,20260326141458,C0FE$"
22490,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,120000,12,20260326141458,C0FF$"
22491,"+BUFF:GTIGN,500700,868574042784996,,2,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,220100,12,05847:13:19,121378.4,20260326141500,C100$"
22492,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1621.2,-74.104864,5.347612,20260326140752,,,,,06,220100,12,20260326141500,C101$"
22493,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.8,349,1627.8,-74.104732,5.347672,20260326141500,,,,,04,11,121378.4,20260326141504,C102$"
22494,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.8,349,1627.8,-74.104732,5.347672,20260326141500,,,,,04,11,121378.4,20260326141504,C103$"
22495,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.8,349,1627.8,-74.104732,5.347672,20260326141500,,,,,04,11,121378.4,20260326141504,C104$"
22496,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.8,349,1627.8,-74.104732,5.347672,20260326141500,,,,,04,11,121378.4,05847:13:19,,,100,220100,,,,20260326141504,C105$"
22497,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1632.6,-74.104748,5.347656,20260326141537,,,,,06,210100,12,20260326141542,C106$"
22498,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326141555,,,,,04,12,121378.4,05847:14:19,,,100,210100,,,,20260326141603,C107$"
22499,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1632.6,-74.104748,5.347656,20260326141600,,,,,06,220100,12,20260326141605,C108$"
22500,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326141657,,,,,04,12,121378.4,05847:15:19,,,100,220100,,,,20260326141703,C109$"
22501,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326141757,,,,,04,12,121378.4,05847:16:19,,,100,220100,,,,20260326141803,C10A$"
22502,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326141857,,,,,04,12,121378.4,05847:17:19,,,100,220100,,,,20260326141903,C10B$"
22503,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326141957,,,,,04,12,121378.4,05847:18:19,,,100,220100,,,,20260326142003,C10C$"
22504,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142059,,,,,04,12,121378.4,05847:19:19,,,100,220100,,,,20260326142103,C10D$"
22505,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142156,,,,,04,12,121378.4,05847:20:19,,,100,220100,,,,20260326142203,C10E$"
22506,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142256,,,,,04,12,121378.4,05847:21:19,,,100,220100,,,,20260326142303,C10F$"
22507,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142356,,,,,04,12,121378.4,05847:22:19,,,100,220100,,,,20260326142404,C110$"
22508,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1632.6,-74.104748,5.347656,20260326142445,,,,,06,210100,12,20260326142449,C111$"
22509,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142457,,,,,04,12,121378.4,05847:23:19,,,100,210100,,,,20260326142504,C112$"
22510,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142556,,,,,04,12,121378.4,05847:24:19,,,100,210100,,,,20260326142604,C113$"
22511,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1632.6,-74.104748,5.347656,20260326142657,,,,,06,220100,12,20260326142702,C114$"
22512,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.6,-74.104748,5.347656,20260326142657,,,,,04,12,121378.4,05847:25:19,,,100,220100,,,,20260326142704,C115$"
22513,"+BUFF:GTIGF,500700,868574042784996,,777,0,0.0,349,1632.6,-74.104748,5.347656,20260326142751,,,,,06,120000,12,05847:26:16,121378.4,20260326142757,C116$"
22514,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1632.6,-74.104748,5.347656,20260326142751,,,,,06,120000,12,20260326142757,C117$"
22515,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1616.5,-74.104755,5.347584,20260326142802,,,,,04,12,121378.4,20260326142805,C118$"
22516,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1616.5,-74.104755,5.347584,20260326142802,,,,,04,12,121378.4,05847:26:16,,,100,120000,,,,20260326142805,C119$"
22517,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1616.5,-74.104755,5.347584,20260326142802,,,,,06,110000,12,20260326142851,C11A$"
22518,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,04,12,121378.4,05847:26:16,,,100,1A0000,,,,20260326152812,C11E$"
22519,"+BUFF:GTIGN,500700,868574042784996,,6773,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,220100,12,05847:26:16,121378.4,20260326162050,C127$"
22520,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,220100,12,20260326162050,C128$"
22521,"+BUFF:GTIGF,500700,868574042784996,,8,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,120000,12,05847:26:24,121378.4,20260326162058,C129$"
22522,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,120000,12,20260326162058,C12A$"
22523,"+BUFF:GTIGN,500700,868574042784996,,2,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,220100,12,05847:26:24,121378.4,20260326162100,C12B$"
22524,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,06,220100,12,20260326162100,C12C$"
22525,"+BUFF:GTIGL,500700,868574042784996,,,01,1,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,04,11,121378.4,20260326162108,C12D$"
22526,"+BUFF:GTIGL,500700,868574042784996,,,00,1,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,04,11,121378.4,20260326162108,C12E$"
22527,"+BUFF:GTIGL,500700,868574042784996,,,01,1,0,0.0,349,1616.5,-74.104755,5.347584,20260326152530,,,,,04,11,121378.4,20260326162108,C12F$"
22528,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1637.1,-74.104616,5.347532,20260326162154,,,,,04,12,121378.5,05847:27:24,,,100,220100,,,,20260326162200,C130$"
22529,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1637.1,-74.104616,5.347532,20260326162254,,,,,06,210100,12,20260326162259,C131$"
22530,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1637.1,-74.104616,5.347532,20260326162257,,,,,06,220100,12,20260326162300,C132$"
22531,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1637.1,-74.104616,5.347532,20260326162254,,,,,04,12,121378.5,05847:28:24,,,100,220100,,,,20260326162300,C133$"
22532,"+BUFF:GTIGF,500700,868574042784996,,164,0,0.0,349,1637.1,-74.104616,5.347532,20260326162339,,,,,06,120000,12,05847:29:08,121378.5,20260326162344,C134$"
22533,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1637.1,-74.104616,5.347532,20260326162339,,,,,06,120000,12,20260326162344,C135$"
22534,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,04,12,121378.5,20260326162351,C136$"
22535,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,04,12,121378.5,05847:29:08,,,100,120000,,,,20260326162351,C137$"
22536,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,06,110000,12,20260326162415,C138$"
22537,"+BUFF:GTIGN,500700,868574042784996,,126,0,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,06,210100,12,05847:29:08,121378.5,20260326162550,C139$"
22538,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,06,210100,12,20260326162550,C13A$"
22539,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1632.0,-74.104733,5.347525,20260326162348,,,,,06,220000,12,20260326162550,C13B$"
22540,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.5,349,1630.5,-74.104755,5.347622,20260326162554,,,,,04,12,121378.5,20260326162557,C13C$"
22541,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.5,349,1630.5,-74.104755,5.347622,20260326162554,,,,,04,12,121378.5,05847:29:13,,,100,220100,,,,20260326162557,C13D$"
22542,"+BUFF:GTIGF,500700,868574042784996,,45,0,0.0,349,1629.0,-74.104731,5.347620,20260326162630,,,,,06,120000,12,05847:29:53,121378.5,20260326162635,C13E$"
22543,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1629.0,-74.104731,5.347620,20260326162630,,,,,06,120000,12,20260326162635,C13F$"
22544,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1629.0,-74.104731,5.347620,20260326162635,,,,,04,12,121378.5,20260326162638,C140$"
22545,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1629.0,-74.104731,5.347620,20260326162635,,,,,04,12,121378.5,05847:29:53,,,100,120000,,,,20260326162638,C141$"
22546,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,349,1629.0,-74.104731,5.347620,20260326162635,,,,,06,110000,12,20260326162704,C142$"
22547,"+BUFF:GTDOG,500700,868574042784996,,,04,1,1,0.0,349,1629.0,-74.104731,5.347620,20260326172111,,,,,04,12,121378.5,20260326172114,C143$"
22548,"+BUFF:GTPFA,500700,868574042784996,,20260326172114,C144$"
22549,"+BUFF:GTPNA,500700,868574042784996,,20260326172122,C145$"
22550,"+BUFF:GTRTL,500700,868574042784996,,,00,1,1,0.3,349,1615.0,-74.104822,5.347633,20260326172144,,,,,04,12,121378.5,20260326172145,C146$"
22551,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.3,349,1615.0,-74.104822,5.347633,20260326172144,,,,,04,12,121378.5,05847:29:53,,,100,110000,,,,20260326172145,C147$"
22552,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1615.0,-74.104822,5.347633,20260326181911,,,,,04,12,121378.5,05847:29:53,,,100,110000,,,,20260326182153,C148$"
22553,"+BUFF:GTDOG,500700,868574042784996,,,04,1,1,0.0,349,1615.0,-74.104822,5.347633,20260326182206,,,,,04,12,121378.5,20260326182207,C149$"
22554,"+BUFF:GTPFA,500700,868574042784996,,20260326182207,C14A$"
22555,"+BUFF:GTPNA,500700,868574042784996,,20260326182225,C14B$"
22556,"+BUFF:GTRTL,500700,868574042784996,,,00,1,1,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,04,12,121378.5,20260326182242,C14C$"
22557,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,04,12,121378.5,05847:29:53,,,100,110000,,,,20260326182242,C14D$"
22558,"+BUFF:GTIGN,500700,868574042784996,,9547,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,210100,12,05847:29:53,121378.5,20260326190550,C14E$"
22559,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,210100,12,20260326190550,C14F$"
22560,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,220100,12,20260326190550,C150$"
22561,"+BUFF:GTIGF,500700,868574042784996,,1,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,120000,12,05847:29:54,121378.5,20260326190551,C151$"
22562,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,120000,12,20260326190551,C152$"
22563,"+BUFF:GTIGN,500700,868574042784996,,2,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,220100,12,05847:29:54,121378.5,20260326190553,C153$"
22564,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.0,-74.104696,5.347665,20260326182241,,,,,06,220100,12,20260326190553,C154$"
22565,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190556,,,,,04,12,121378.5,20260326190556,C155$"
22566,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190556,,,,,04,12,121378.5,20260326190556,C156$"
22567,"+BUFF:GTIGL,500700,868574042784996,,,01,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190556,,,,,04,12,121378.5,20260326190556,C157$"
22568,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190556,,,,,04,12,121378.5,05847:29:54,,,100,220100,,,,20260326190556,C158$"
22569,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,349,1636.1,-74.104840,5.347601,20260326190653,0732,0101,126C,F20B,06,210100,12,20260326190654,C159$"
22570,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190653,0732,0101,126C,F20B,04,12,121378.5,05847:30:54,,,100,210100,,,,20260326190657,C15A$"
22571,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190753,0732,0101,126C,F20B,04,12,121378.5,05847:31:54,,,100,210100,,,,20260326190757,C15B$"
22572,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190853,0732,0101,126C,F20B,04,12,121378.5,05847:32:54,,,100,210100,,,,20260326190857,C15C$"
22573,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326190953,0732,0101,126C,F20B,04,12,121378.5,05847:33:54,,,100,210100,,,,20260326190958,C15D$"
22574,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,349,1636.1,-74.104840,5.347601,20260326191038,0732,0101,126C,F20B,06,220100,12,20260326191040,C15E$"
22575,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,349,1636.1,-74.104840,5.347601,20260326191053,0732,0101,126C,F20B,04,12,121378.5,05847:34:54,,,100,220100,,,,20260326191058,C15F$"
22576,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.4,135,1683.4,-74.101165,5.343338,20260326215437,0732,0101,357C,67C7A8E,04,12,121379.2,05849:01:17,,,100,220100,,,,20260326215441,C212$"
