Dealer,Company1,VIP,FEIN,DNI,Peripherals,ServiceName,IsRenting,UnitID1,ShortName,UnitType,Carrier,MonthlyFee,BillingGroup,BillingPeriod,LastServicePaidUntil,ServicePaidUntil,SerialNumber,PhoneNumber,IMEI,BillTo,Suspended,EventName,AssignedToCompanyOn,LastEventDate,LastContactOn,LastEventAddress
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYC,HeroX100-1IYC,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,HeroX100-1IYC,9103819153,869487060202768,,Active,Ignition OFF,1/1/1900 12:00:00 AM,7/27/2026 12:36:20 PM,7/27/2026 12:36:30 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYD,HeroX100-1IYD,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYD,9103819155,869487060202032,,Active,Parked,7/27/2026 8:57:38 AM,7/27/2026 12:58:54 PM,7/27/2026 12:59:01 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYE,HeroX100-1IYE,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYE,9103819150,869487060162699,,Active,Parked,7/27/2026 7:26:34 AM,7/27/2026 11:44:34 AM,7/27/2026 11:44:42 AM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYF,HeroX100-1IYF,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYF,9103853835,869487060179057,,Active,Ignition OFF,7/27/2026 5:08:29 AM,7/27/2026 9:14:18 AM,7/27/2026 9:15:29 AM,23 CN 46 46 # 3A-80 23 BN - 41 23c Norte42 23c Norte2-23c Norte72 Avenida 4 Norte Avenida 4 Norte Av
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYG,HeroX100-1IYG,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,HeroX100-1IYG,9103819147,869487060183281,,Active,Idle - Stop,1/1/1900 12:00:00 AM,7/27/2026 10:22:22 AM,7/27/2026 10:23:53 AM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYH,HeroX100-1IYH,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYH,9103819149,869487060172086,,Active,Parked,7/27/2026 7:26:28 AM,7/27/2026 11:50:26 AM,7/27/2026 11:50:36 AM,"Avenida 4 Norte #23c Norte-2 a 23c Norte-72, Cali, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYK,HeroX100-1IYK,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYK,9103853834,869487060207676,,Active,Parked,7/27/2026 5:08:13 AM,7/27/2026 9:14:21 AM,7/27/2026 9:14:38 AM,Gulf of Guinea
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYL,HeroX100-1IYL,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYL,9103853826,869487060213377,,Active,Parked,7/24/2026 6:27:35 AM,7/24/2026 2:39:35 PM,7/24/2026 2:40:03 PM,23 CN 46 46 # 3A-80 23 BN - 41 23c Norte42 23c Norte2-23c Norte72 Avenida 4 Norte Avenida 4 Norte Av
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYM,HeroX100-1IYM,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYM,9103853837,869487060178620,,Active,Ignition OFF,7/27/2026 5:30:28 AM,7/27/2026 9:38:19 AM,7/27/2026 9:38:29 AM,"Avenida 4 Norte #23c Norte-2 a 23c Norte-72, Cali, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYN,HeroX100-1IYN,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYN,9103853828,869487060187795,,Active,Parked,7/24/2026 6:27:57 AM,7/24/2026 2:39:37 PM,7/24/2026 2:40:14 PM,23 CN 46 46 # 3A-80 23 BN - 41 23c Norte42 23c Norte2-23c Norte72 Avenida 4 Norte Avenida 4 Norte Av
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYO,HeroX100-1IYO,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,HeroX100-1IYO,9103819152,869487060209300,,Active,Ignition OFF,1/1/1900 12:00:00 AM,7/27/2026 12:36:17 PM,7/27/2026 12:36:21 PM,"Av La Estacion, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYP,HeroX100-1IYP,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,HeroX100-1IYP,9103853830,869487060216149,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYQ,HeroX100-1IYQ,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/30/1900 12:00:00 AM,HeroX100-1IYQ,9103853832,869487060175147,,Active,End Idle Alert,7/27/2026 4:38:00 AM,7/27/2026 9:03:08 AM,7/27/2026 9:03:15 AM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYS,HeroX100-1IYS,Topfly HeroX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,HeroX100-1IYS,9103819154,869487060223434,,Active,Ignition OFF,1/1/1900 12:00:00 AM,7/27/2026 12:36:22 PM,7/27/2026 12:36:31 PM,"Cl. 23d Nte. #4N-21, Cali, Valle del Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Temp. Sensor, Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1IYT,HeroX100-1IYT,Topfly HeroX,Claro CO,0.00,,Monthly,7/24/2026 12:00:00 AM,8/22/2026 12:00:00 AM,HeroX100-1IYT,9103819156,869487060179677,,Active,Parked,7/24/2026 3:10:59 PM,7/27/2026 12:58:48 PM,7/27/2026 12:58:59 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J0W,PioneerX100-1J0W,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J0W,9102373954,869487067390202,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J0X,PioneerX100-1J0X,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J0X,9102373343,869487067335710,,Active,Ignition OFF,1/1/1900 12:00:00 AM,8/15/2026 10:57:59 AM,8/15/2026 10:58:05 AM,"Cl79 4n-65, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J0Y,PioneerX100-1J0Y,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J0Y,9102373979,869487067352624,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J0Z,1J0Z,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J11,PioneerX100-1J11,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J11,9102374028,869487067434018,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J14,PioneerX100-1J14,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J14,9102374646,869487067491810,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J15,1J15,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J16,1J16,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J17,PioneerX100-1J17,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J17,9102374004,869487067463041,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J18,1J18,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J19,PioneerX100-1J19,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J19,9102373930,869487067337187,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1A,PioneerX100-1J1A,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1A,9102373907,869487067406297,,Active,Parked,1/1/1900 12:00:00 AM,8/15/2026 12:54:11 PM,8/15/2026 12:54:18 PM,"14 Fengyeliu Rd, Bao An Qu, Shen Zhen Shi, Guang Dong Sheng, China, 518103"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1C,PioneerX100-1J1C,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1C,9102373955,869487064563488,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1D,PioneerX100-1J1D,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1D,9102373355,869487067433150,,Active,Parked,1/1/1900 12:00:00 AM,8/15/2026 12:42:00 PM,8/15/2026 12:42:02 PM,"14 Fengyeliu Rd, Bao An Qu, Shen Zhen Shi, Guang Dong Sheng, China, 518103"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1E,PioneerX100-1J1E,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1E,9102373980,869487067424464,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1F,1J1F,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1H,PioneerX100-1J1H,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1H,9102374029,869487067403906,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1K,PioneerX100-1J1K,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1K,9102374647,869487067350552,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1L,1J1L,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1M,1J1M,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1N,PioneerX100-1J1N,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1N,9102374005,869487067336643,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1O,1J1O,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1P,PioneerX100-1J1P,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1P,9102373931,869487067334713,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1Q,PioneerX100-1J1Q,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1Q,9102373908,869487064563587,,Active,Ignition OFF,1/1/1900 12:00:00 AM,8/18/2026 1:54:06 PM,8/18/2026 1:54:41 PM,"Cl78 4n-69, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1S,PioneerX100-1J1S,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1S,9102373956,869487067449883,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1T,PioneerX100-1J1T,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1T,9102373357,869487067455229,,Active,Ignition OFF,1/1/1900 12:00:00 AM,8/15/2026 10:58:15 AM,8/15/2026 10:58:24 AM,"Cl78 4n-55, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1U,PioneerX100-1J1U,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1U,9102373981,869487067430701,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1V,1J1V,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J1X,PioneerX100-1J1X,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J1X,9102374030,869487064386203,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J20,PioneerX100-1J20,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J20,9102374648,869487067413335,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J21,1J21,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J22,1J22,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J23,PioneerX100-1J23,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J23,9102374006,869487067431303,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J24,1J24,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J25,PioneerX100-1J25,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J25,9102373932,869487067334325,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J26,PioneerX100-1J26,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J26,9102373909,869487064563561,,Active,Parked,1/1/1900 12:00:00 AM,8/18/2026 3:02:24 PM,8/18/2026 3:02:35 PM,"Cl79 4n-65, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J28,PioneerX100-1J28,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J28,9102373957,869487064563629,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J29,PioneerX100-1J29,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J29,9102373360,869487064403891,,Active,Idle - Stop,1/1/1900 12:00:00 AM,8/14/2026 6:20:30 PM,8/14/2026 6:20:32 PM,"Cl79 4n-65, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J2A,PioneerX100-1J2A,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J2A,9102373982,869487067455294,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J2B,1J2B,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J2D,PioneerX100-1J2D,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J2D,9102374031,869487067348036,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J2G,PioneerX100-1J2G,Topfly PioneerX,Claro CO,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,PioneerX100-1J2G,9102374649,869487067413913,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
TSO Mobile - Colombia,TTSO MOBILE S.A.S. COLOMBIA., ,900361602,,"Panic Button, ",PLAN PROFESIONAL - VIDFLEET,Renting,1J2H,1J2H,Topfly PioneerX,,0.00,,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,,,,,Active,,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
